ДАТА,ТИП,СО СЧЁТА,НА СЧЁТ / НА КАТЕГОРИЮ,СУММА,ВАЛЮТА,СУММА 2,ВАЛЮТА 2,МЕТКИ,ЗАМЕТКИ
02.05.2022,Расход,Карта,Хавчик,540,KZT,540,KZT,,
02.05.2022,Расход,Карта,Хавчик,200,KZT,200,KZT,,
01.05.2022,Расход,Карта,Хавчик,975,KZT,975,KZT,,
01.05.2022,Расход,Карта,Хавчик,340,KZT,340,KZT,,
01.05.2022,Расход,Карта,Покупки,220,KZT,220,KZT,,
30.04.2022,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
30.04.2022,Расход,Карта,Досуг,3000,KZT,3000,KZT,,
30.04.2022,Расход,Карта,Хавчик,760,KZT,760,KZT,,
30.04.2022,Расход,Карта,Хавчик,190,KZT,190,KZT,,
30.04.2022,Расход,Карта,Покупки,100,KZT,100,KZT,,
30.04.2022,Расход,Карта,Покупки,2590,KZT,2590,KZT,,
29.04.2022,Расход,Карта,Хавчик,1380,KZT,1380,KZT,,
29.04.2022,Расход,Карта,Покупки,120,KZT,120,KZT,,
29.04.2022,Расход,Карта,Хавчик,500,KZT,500,KZT,,
28.04.2022,Расход,Карта,Продукты,290,KZT,290,KZT,,
28.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
28.04.2022,Расход,Карта,Хавчик,616,KZT,616,KZT,,
28.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
28.04.2022,Расход,Карта,Покупки,890,KZT,890,KZT,,
27.04.2022,Расход,Карта,Хавчик,1753,KZT,1753,KZT,,
27.04.2022,Расход,Карта,Хавчик,315,KZT,315,KZT,,
27.04.2022,Расход,Карта,Хавчик,710,KZT,710,KZT,,
27.04.2022,Расход,Карта,Хавчик,690,KZT,690,KZT,,
26.04.2022,Расход,Карта,Хавчик,800,KZT,800,KZT,,
26.04.2022,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
26.04.2022,Расход,Карта,Хавчик,750,KZT,750,KZT,,
25.04.2022,Расход,Карта,Хавчик,1140,KZT,1140,KZT,,
25.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
24.04.2022,Расход,Карта,Хавчик,640,KZT,640,KZT,,
24.04.2022,Расход,Карта,Покупки,500,KZT,500,KZT,,
24.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
24.04.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
23.04.2022,Расход,Карта,Покупки,4585,KZT,4585,KZT,,
23.04.2022,Расход,Карта,Покупки,1000,KZT,1000,KZT,,
23.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
23.04.2022,Расход,Карта,Хавчик,365,KZT,365,KZT,,
23.04.2022,Расход,Карта,Покупки,120,KZT,120,KZT,,
23.04.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
23.04.2022,Расход,Карта,Досуг,450,KZT,450,KZT,,
22.04.2022,Расход,Карта,Хавчик,300,KZT,300,KZT,,
22.04.2022,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
22.04.2022,Расход,Карта,Транспорт,400,KZT,400,KZT,,
22.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
22.04.2022,Расход,Карта,Покупки,1020,KZT,1020,KZT,,
22.04.2022,Расход,Карта,Образование,1318,KZT,1318,KZT,,
21.04.2022,Расход,Карта,Хавчик,470,KZT,470,KZT,,
21.04.2022,Расход,Карта,Хавчик,280,KZT,280,KZT,,
21.04.2022,Расход,Карта,Хавчик,570,KZT,570,KZT,,
20.04.2022,Расход,Карта,Продукты,1360,KZT,1360,KZT,,
20.04.2022,Расход,Карта,Хавчик,540,KZT,540,KZT,,
20.04.2022,Расход,Карта,Хавчик,390,KZT,390,KZT,,
20.04.2022,Расход,Карта,Хавчик,750,KZT,750,KZT,,
19.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
19.04.2022,Расход,Карта,Хавчик,410,KZT,410,KZT,,
19.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
19.04.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
18.04.2022,Расход,Карта,Хавчик,475,KZT,475,KZT,,
18.04.2022,Расход,Карта,Хавчик,580,KZT,580,KZT,,
18.04.2022,Расход,Карта,Хавчик,1080,KZT,1080,KZT,,
18.04.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
17.04.2022,Расход,Карта,Хавчик,280,KZT,280,KZT,,
17.04.2022,Расход,Карта,Продукты,1492,KZT,1492,KZT,,
17.04.2022,Расход,Карта,Хавчик,231,KZT,231,KZT,,
17.04.2022,Расход,Карта,Хавчик,362,KZT,362,KZT,,
16.04.2022,Расход,Карта,Хавчик,1395,KZT,1395,KZT,,
16.04.2022,Расход,Карта,Транспорт,560,KZT,560,KZT,,
16.04.2022,Расход,Карта,Хавчик,230,KZT,230,KZT,,
16.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
16.04.2022,Расход,Карта,Хавчик,800,KZT,800,KZT,,
16.04.2022,Расход,Карта,Хавчик,200,KZT,200,KZT,,
15.04.2022,Расход,Карта,Хавчик,150,KZT,150,KZT,,
15.04.2022,Расход,Карта,Хавчик,540,KZT,540,KZT,,
15.04.2022,Расход,Карта,Хавчик,600,KZT,600,KZT,,
15.04.2022,Расход,Карта,Покупки,70,KZT,70,KZT,,
14.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
14.04.2022,Расход,Карта,Хавчик,755,KZT,755,KZT,,
14.04.2022,Расход,Карта,Хавчик,500,KZT,500,KZT,,
13.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
12.04.2022,Расход,Карта,Хавчик,390,KZT,390,KZT,,
12.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
11.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
11.04.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
09.04.2022,Расход,Карта,Продукты,8027,KZT,8027,KZT,,
09.04.2022,Расход,Карта,Хавчик,293,KZT,293,KZT,,
09.04.2022,Расход,Карта,Хавчик,100,KZT,100,KZT,,
09.04.2022,Расход,Карта,Хавчик,170,KZT,170,KZT,,
08.04.2022,Расход,Карта,Хавчик,620,KZT,620,KZT,,
08.04.2022,Расход,Карта,Хавчик,970,KZT,970,KZT,,
08.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
08.04.2022,Расход,Карта,Хавчик,500,KZT,500,KZT,,
07.04.2022,Расход,Карта,Хавчик,425,KZT,425,KZT,,
07.04.2022,Расход,Карта,Хавчик,920,KZT,920,KZT,,
07.04.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
07.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
07.04.2022,Расход,Карта,Хавчик,130,KZT,130,KZT,,
06.04.2022,Расход,Карта,Хавчик,550,KZT,550,KZT,,
06.04.2022,Расход,Карта,Хавчик,570,KZT,570,KZT,,
06.04.2022,Расход,Карта,Хавчик,900,KZT,900,KZT,,
06.04.2022,Расход,Карта,Покупки,1030,KZT,1030,KZT,,
05.04.2022,Расход,Карта,Хавчик,140,KZT,140,KZT,,
05.04.2022,Расход,Карта,Хавчик,270,KZT,270,KZT,,
05.04.2022,Расход,Карта,Хавчик,455,KZT,455,KZT,,
05.04.2022,Расход,Карта,Покупки,985,KZT,985,KZT,,
05.04.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
04.04.2022,Расход,Карта,Досуг,4000,KZT,4000,KZT,,
04.04.2022,Расход,Карта,Хавчик,2035,KZT,2035,KZT,,
04.04.2022,Расход,Карта,Хавчик,355,KZT,355,KZT,,
04.04.2022,Расход,Карта,Хавчик,515,KZT,515,KZT,,
04.04.2022,Расход,Карта,Хавчик,500,KZT,500,KZT,,
04.04.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
03.04.2022,Расход,Карта,Транспорт,180,KZT,180,KZT,,
03.04.2022,Расход,Карта,Хавчик,300,KZT,300,KZT,,
03.04.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
03.04.2022,Расход,Карта,Хавчик,770,KZT,770,KZT,,
03.04.2022,Расход,Карта,Хавчик,469,KZT,469,KZT,,
03.04.2022,Расход,Карта,Хавчик,495,KZT,495,KZT,,
03.04.2022,Расход,Карта,Хавчик,270,KZT,270,KZT,,
02.04.2022,Расход,Карта,Хавчик,1380,KZT,1380,KZT,,
02.04.2022,Расход,Карта,Покупки,340,KZT,340,KZT,,
02.04.2022,Расход,Карта,Хавчик,370,KZT,370,KZT,,
02.04.2022,Расход,Карта,Хавчик,285,KZT,285,KZT,,
02.04.2022,Расход,Карта,Хавчик,535,KZT,535,KZT,,
01.04.2022,Расход,Карта,Покупки,3450,KZT,3450,KZT,,
01.04.2022,Расход,Карта,Хавчик,880,KZT,880,KZT,,
31.03.2022,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
31.03.2022,Расход,Карта,Покупки,700,KZT,700,KZT,,
31.03.2022,Расход,Карта,Хавчик,215,KZT,215,KZT,,
31.03.2022,Расход,Карта,Хавчик,1050,KZT,1050,KZT,,
31.03.2022,Расход,Карта,Хавчик,380,KZT,380,KZT,,
29.03.2022,Расход,Карта,Хавчик,430,KZT,430,KZT,,
29.03.2022,Расход,Карта,Хавчик,300,KZT,300,KZT,,
29.03.2022,Расход,Карта,Покупки,100,KZT,100,KZT,,
29.03.2022,Расход,Карта,Покупки,14900,KZT,14900,KZT,,
29.03.2022,Расход,Карта,Хавчик,650,KZT,650,KZT,,
29.03.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
28.03.2022,Расход,Карта,Хавчик,1260,KZT,1260,KZT,,
28.03.2022,Расход,Карта,Хавчик,345,KZT,345,KZT,,
28.03.2022,Расход,Карта,Хавчик,745,KZT,745,KZT,,
28.03.2022,Расход,Карта,Хавчик,750,KZT,750,KZT,,
28.03.2022,Расход,Карта,Хавчик,200,KZT,200,KZT,,
27.03.2022,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
27.03.2022,Расход,Карта,Покупки,170,KZT,170,KZT,,
27.03.2022,Расход,Карта,Хавчик,1807,KZT,1807,KZT,,
26.03.2022,Расход,Карта,Хавчик,270,KZT,270,KZT,,
26.03.2022,Расход,Карта,Хавчик,786,KZT,786,KZT,,
26.03.2022,Расход,Карта,Хавчик,305,KZT,305,KZT,,
25.03.2022,Расход,Карта,Досуг,6530,KZT,6530,KZT,,
25.03.2022,Расход,Карта,Транспорт,500,KZT,500,KZT,,
25.03.2022,Расход,Карта,Транспорт,500,KZT,500,KZT,,
25.03.2022,Расход,Карта,Хавчик,1975,KZT,1975,KZT,,
25.03.2022,Расход,Карта,Хавчик,200,KZT,200,KZT,,
25.03.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
25.03.2022,Расход,Карта,Хавчик,636,KZT,636,KZT,,
24.03.2022,Расход,Карта,Хавчик,436,KZT,436,KZT,,
24.03.2022,Расход,Карта,Хавчик,590,KZT,590,KZT,,
24.03.2022,Расход,Карта,Хавчик,380,KZT,380,KZT,,
23.03.2022,Расход,Карта,Хавчик,1850,KZT,1850,KZT,,
23.03.2022,Расход,Карта,Покупки,1500,KZT,1500,KZT,,
23.03.2022,Расход,Карта,Хавчик,240,KZT,240,KZT,,
22.03.2022,Расход,Карта,Покупки,760,KZT,760,KZT,,
22.03.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
22.03.2022,Расход,Карта,Хавчик,270,KZT,270,KZT,,
22.03.2022,Расход,Карта,Хавчик,450,KZT,450,KZT,,
21.03.2022,Расход,Карта,Покупки,1582,KZT,1582,KZT,,
20.03.2022,Расход,Карта,Досуг,2000,KZT,2000,KZT,,
20.03.2022,Расход,Карта,Хавчик,573,KZT,573,KZT,,
20.03.2022,Расход,Карта,Хавчик,1590,KZT,1590,KZT,,
20.03.2022,Расход,Карта,Досуг,1500,KZT,1500,KZT,,
19.03.2022,Расход,Карта,Хавчик,700,KZT,700,KZT,,
19.03.2022,Расход,Карта,Хавчик,1410,KZT,1410,KZT,,
18.03.2022,Расход,Карта,Хавчик,248,KZT,248,KZT,,
18.03.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
17.03.2022,Расход,Карта,Хавчик,380,KZT,380,KZT,,
16.03.2022,Расход,Карта,Хавчик,1920,KZT,1920,KZT,,
16.03.2022,Расход,Карта,Покупки,671,KZT,671,KZT,,
16.03.2022,Расход,Карта,Хавчик,260,KZT,260,KZT,,
15.03.2022,Расход,Карта,Хавчик,640,KZT,640,KZT,,
15.03.2022,Расход,Карта,Хавчик,680,KZT,680,KZT,,
14.03.2022,Расход,Карта,Хавчик,1913,KZT,1913,KZT,,
14.03.2022,Расход,Карта,Покупки,2046,KZT,2046,KZT,,
13.03.2022,Расход,Карта,Хавчик,820,KZT,820,KZT,,
12.03.2022,Расход,Карта,Хавчик,2645,KZT,2645,KZT,,
12.03.2022,Расход,Карта,Покупки,850,KZT,850,KZT,,
12.03.2022,Расход,Карта,Покупки,833,KZT,833,KZT,,
11.03.2022,Расход,Карта,Хавчик,1943,KZT,1943,KZT,,
10.03.2022,Расход,Карта,Покупки,70,KZT,70,KZT,,
10.03.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
10.03.2022,Расход,Карта,Хавчик,950,KZT,950,KZT,,
09.03.2022,Расход,Карта,Покупки,1040,KZT,1040,KZT,,
09.03.2022,Расход,Карта,Хавчик,2464,KZT,2464,KZT,,
08.03.2022,Расход,Карта,Хавчик,702,KZT,702,KZT,,
08.03.2022,Расход,Карта,Хавчик,618,KZT,618,KZT,,
07.03.2022,Расход,Карта,Покупки,800,KZT,800,KZT,,
07.03.2022,Расход,Карта,Хавчик,1900,KZT,1900,KZT,,
06.03.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
06.03.2022,Расход,Карта,Хавчик,2243,KZT,2243,KZT,,
05.03.2022,Расход,Карта,Хавчик,367,KZT,367,KZT,,
05.03.2022,Расход,Карта,Хавчик,980,KZT,980,KZT,,
05.03.2022,Расход,Карта,Хавчик,480,KZT,480,KZT,,
05.03.2022,Расход,Карта,Хавчик,370,KZT,370,KZT,,
04.03.2022,Расход,Карта,Хавчик,1636,KZT,1636,KZT,,
03.03.2022,Расход,Карта,Хавчик,250,KZT,250,KZT,,
03.03.2022,Расход,Карта,Транспорт,200,KZT,200,KZT,,
03.03.2022,Расход,Карта,Хавчик,1300,KZT,1300,KZT,,
03.03.2022,Расход,Карта,Покупки,2360,KZT,2360,KZT,,
03.03.2022,Расход,Карта,Хавчик,173,KZT,173,KZT,,
02.03.2022,Расход,Карта,Хавчик,240,KZT,240,KZT,,
02.03.2022,Расход,Карта,Покупки,416,KZT,416,KZT,,
02.03.2022,Расход,Карта,Хавчик,438,KZT,438,KZT,,
01.03.2022,Расход,Карта,Покупки,600,KZT,600,KZT,,
01.03.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
01.03.2022,Расход,Карта,Хавчик,1000,KZT,1000,KZT,,
28.02.2022,Расход,Карта,Gym,8000,KZT,8000,KZT,,
28.02.2022,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
28.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
28.02.2022,Расход,Карта,Хавчик,940,KZT,940,KZT,,
28.02.2022,Расход,Карта,Хавчик,570,KZT,570,KZT,,
27.02.2022,Расход,Карта,Хавчик,510,KZT,510,KZT,,
26.02.2022,Расход,Карта,Продукты,760,KZT,760,KZT,,
26.02.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
26.02.2022,Расход,Карта,Хавчик,1240,KZT,1240,KZT,,
25.02.2022,Расход,Карта,Хавчик,700,KZT,700,KZT,,
25.02.2022,Расход,Карта,Хавчик,610,KZT,610,KZT,,
25.02.2022,Расход,Карта,Хавчик,1306,KZT,1306,KZT,,
24.02.2022,Расход,Карта,Тариф,2850,KZT,2850,KZT,,
24.02.2022,Расход,Карта,Хавчик,1540,KZT,1540,KZT,,
23.02.2022,Расход,Карта,Хавчик,500,KZT,500,KZT,,
23.02.2022,Расход,Карта,Покупки,70,KZT,70,KZT,,
23.02.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
23.02.2022,Расход,Карта,Хавчик,810,KZT,810,KZT,,
22.02.2022,Расход,Карта,Хавчик,520,KZT,520,KZT,,
22.02.2022,Расход,Карта,Одежда,12060,KZT,12060,KZT,,
22.02.2022,Расход,Карта,Хавчик,805,KZT,805,KZT,,
22.02.2022,Расход,Карта,Транспорт,240,KZT,240,KZT,,
21.02.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
21.02.2022,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
20.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
19.02.2022,Расход,Карта,Хавчик,410,KZT,410,KZT,,
19.02.2022,Расход,Карта,Хавчик,965,KZT,965,KZT,,
17.02.2022,Расход,Карта,Хавчик,782,KZT,782,KZT,,
16.02.2022,Расход,Карта,Хавчик,1080,KZT,1080,KZT,,
16.02.2022,Расход,Карта,Хавчик,525,KZT,525,KZT,,
15.02.2022,Расход,Карта,Хавчик,585,KZT,585,KZT,,
15.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
15.02.2022,Расход,Карта,Хавчик,555,KZT,555,KZT,,
14.02.2022,Расход,Карта,Хавчик,2260,KZT,2260,KZT,,
13.02.2022,Расход,Карта,Хавчик,1085,KZT,1085,KZT,,
12.02.2022,Расход,Карта,Покупки,850,KZT,850,KZT,,
12.02.2022,Расход,Карта,Хавчик,1400,KZT,1400,KZT,,
12.02.2022,Расход,Карта,Покупки,200,KZT,200,KZT,,
11.02.2022,Расход,Карта,Хавчик,1808,KZT,1808,KZT,,
10.02.2022,Расход,Карта,Хавчик,790,KZT,790,KZT,,
10.02.2022,Расход,Карта,Покупки,240,KZT,240,KZT,,
10.02.2022,Расход,Карта,Покупки,750,KZT,750,KZT,,
10.02.2022,Расход,Карта,Хавчик,590,KZT,590,KZT,,
09.02.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
09.02.2022,Расход,Карта,Покупки,140,KZT,140,KZT,,
08.02.2022,Расход,Карта,Хавчик,990,KZT,990,KZT,,
07.02.2022,Расход,Карта,Хавчик,490,KZT,490,KZT,,
07.02.2022,Расход,Карта,Хавчик,240,KZT,240,KZT,,
07.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
06.02.2022,Расход,Карта,Образование,1800,KZT,1800,KZT,,
06.02.2022,Расход,Карта,Досуг,3000,KZT,3000,KZT,,
06.02.2022,Расход,Карта,Хавчик,250,KZT,250,KZT,,
06.02.2022,Расход,Карта,Хавчик,1490,KZT,1490,KZT,,
05.02.2022,Расход,Карта,Хавчик,170,KZT,170,KZT,,
04.02.2022,Расход,Карта,Хавчик,860,KZT,860,KZT,,
03.02.2022,Расход,Карта,Хавчик,1420,KZT,1420,KZT,,
03.02.2022,Расход,Карта,Хавчик,1150,KZT,1150,KZT,,
02.02.2022,Расход,Карта,Хавчик,560,KZT,560,KZT,,
01.02.2022,Расход,Карта,Хавчик,580,KZT,580,KZT,,
01.02.2022,Расход,Карта,Одежда,16000,KZT,16000,KZT,,
31.01.2022,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
31.01.2022,Расход,Карта,Хавчик,550,KZT,550,KZT,,
31.01.2022,Расход,Карта,Хавчик,820,KZT,820,KZT,,
31.01.2022,Расход,Карта,Покупки,600,KZT,600,KZT,,
31.01.2022,Расход,Карта,Хавчик,1440,KZT,1440,KZT,,
30.01.2022,Расход,Карта,Хавчик,640,KZT,640,KZT,,
28.01.2022,Расход,Карта,Хавчик,820,KZT,820,KZT,,
28.01.2022,Расход,Карта,Хавчик,720,KZT,720,KZT,,
27.01.2022,Расход,Карта,Хавчик,770,KZT,770,KZT,,
25.01.2022,Расход,Карта,Транспорт,370,KZT,370,KZT,,
25.01.2022,Расход,Карта,Одежда,12700,KZT,12700,KZT,,
25.01.2022,Расход,Карта,Хавчик,1190,KZT,1190,KZT,,
24.01.2022,Расход,Карта,Хавчик,250,KZT,250,KZT,,
24.01.2022,Расход,Карта,Хавчик,1400,KZT,1400,KZT,,
24.01.2022,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
23.01.2022,Расход,Карта,Хавчик,340,KZT,340,KZT,,
22.01.2022,Расход,Карта,Хавчик,1170,KZT,1170,KZT,,
22.01.2022,Расход,Карта,Транспорт,630,KZT,630,KZT,,
22.01.2022,Расход,Карта,Хавчик,430,KZT,430,KZT,,
22.01.2022,Расход,Карта,Хавчик,1800,KZT,1800,KZT,,
22.01.2022,Расход,Карта,Транспорт,1000,KZT,1000,KZT,,
22.01.2022,Расход,Карта,Транспорт,5000,KZT,5000,KZT,,
01.01.2022,Расход,Карта,Транспорт,250,KZT,250,KZT,,
01.01.2022,Расход,Карта,Хавчик,335,KZT,335,KZT,,
01.01.2022,Расход,Карта,Хавчик,780,KZT,780,KZT,,
01.01.2022,Расход,Карта,Транспорт,600,KZT,600,KZT,,
01.01.2022,Расход,Карта,Транспорт,100,KZT,100,KZT,,
31.12.2021,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
29.12.2021,Расход,Карта,Транспорт,350,KZT,350,KZT,,
29.12.2021,Расход,Карта,Транспорт,800,KZT,800,KZT,,
29.12.2021,Расход,Карта,Транспорт,1000,KZT,1000,KZT,,
29.12.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
29.12.2021,Расход,Карта,Хавчик,825,KZT,825,KZT,,
29.12.2021,Расход,Карта,Транспорт,1370,KZT,1370,KZT,,
29.12.2021,Расход,Карта,Транспорт,4500,KZT,4500,KZT,,
28.12.2021,Расход,Карта,Хавчик,885,KZT,885,KZT,,
28.12.2021,Расход,Карта,Хавчик,960,KZT,960,KZT,,
27.12.2021,Расход,Карта,Хавчик,160,KZT,160,KZT,,
27.12.2021,Расход,Карта,Покупки,120,KZT,120,KZT,,
27.12.2021,Расход,Карта,Хавчик,600,KZT,600,KZT,,
27.12.2021,Расход,Карта,Хавчик,522,KZT,522,KZT,,
26.12.2021,Расход,Карта,Хавчик,192,KZT,192,KZT,,
26.12.2021,Расход,Карта,Хавчик,1716,KZT,1716,KZT,,
26.12.2021,Расход,Карта,Продукты,200,KZT,200,KZT,,
25.12.2021,Расход,Карта,Хавчик,432,KZT,432,KZT,,
25.12.2021,Расход,Карта,Хавчик,522,KZT,522,KZT,,
24.12.2021,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
24.12.2021,Расход,Карта,Хавчик,192,KZT,192,KZT,,
24.12.2021,Расход,Карта,Хавчик,610,KZT,610,KZT,,
23.12.2021,Расход,Карта,Продукты,430,KZT,430,KZT,,
23.12.2021,Расход,Карта,Хавчик,930,KZT,930,KZT,,
21.12.2021,Расход,Карта,Хавчик,570,KZT,570,KZT,,
21.12.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
21.12.2021,Расход,Карта,Продукты,2036,KZT,2036,KZT,,
20.12.2021,Расход,Карта,Хавчик,860,KZT,860,KZT,,
20.12.2021,Расход,Карта,Хавчик,702,KZT,702,KZT,,
17.12.2021,Расход,Карта,Хавчик,815,KZT,815,KZT,,
17.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
17.12.2021,Расход,Карта,Хавчик,582,KZT,582,KZT,,
16.12.2021,Расход,Карта,Хавчик,392,KZT,392,KZT,,
15.12.2021,Расход,Карта,Досуг,1800,KZT,1800,KZT,,
15.12.2021,Расход,Карта,Хавчик,724,KZT,724,KZT,,
15.12.2021,Расход,Карта,Хавчик,750,KZT,750,KZT,,
15.12.2021,Расход,Карта,Транспорт,120,KZT,120,KZT,,
15.12.2021,Расход,Карта,Хавчик,210,KZT,210,KZT,,
15.12.2021,Расход,Карта,Покупки,540,KZT,540,KZT,,
15.12.2021,Расход,Карта,Хавчик,528,KZT,528,KZT,,
14.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
13.12.2021,Расход,Карта,Хавчик,440,KZT,440,KZT,,
13.12.2021,Расход,Карта,Хавчик,277,KZT,277,KZT,,
13.12.2021,Расход,Карта,Покупки,1200,KZT,1200,KZT,,
12.12.2021,Расход,Карта,Покупки,1500,KZT,1500,KZT,,
12.12.2021,Расход,Карта,Транспорт,60,KZT,60,KZT,,
12.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
11.12.2021,Расход,Карта,Хавчик,220,KZT,220,KZT,,
10.12.2021,Расход,Карта,Хавчик,1127,KZT,1127,KZT,,
10.12.2021,Расход,Карта,Хавчик,1190,KZT,1190,KZT,,
09.12.2021,Расход,Карта,Транспорт,400,KZT,400,KZT,,
09.12.2021,Расход,Карта,Транспорт,227,KZT,227,KZT,,
09.12.2021,Расход,Карта,Хавчик,645,KZT,645,KZT,,
09.12.2021,Расход,Карта,Хавчик,700,KZT,700,KZT,,
08.12.2021,Расход,Карта,Хавчик,175,KZT,175,KZT,,
08.12.2021,Расход,Карта,Транспорт,1460,KZT,1460,KZT,,
07.12.2021,Расход,Карта,Хавчик,320,KZT,320,KZT,,
07.12.2021,Расход,Карта,Покупки,600,KZT,600,KZT,,
07.12.2021,Расход,Карта,Покупки,600,KZT,600,KZT,,
06.12.2021,Расход,Карта,Покупки,108,KZT,108,KZT,,
06.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
05.12.2021,Расход,Карта,Хавчик,120,KZT,120,KZT,,
05.12.2021,Расход,Карта,Покупки,1870,KZT,1870,KZT,,
05.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
05.12.2021,Расход,Карта,Хавчик,320,KZT,320,KZT,,
04.12.2021,Расход,Карта,Продукты,6438,KZT,6438,KZT,,
04.12.2021,Расход,Карта,Покупки,100,KZT,100,KZT,,
04.12.2021,Расход,Карта,Хавчик,330,KZT,330,KZT,,
04.12.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
03.12.2021,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
03.12.2021,Расход,Карта,Покупки,6180,KZT,6180,KZT,,
03.12.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
03.12.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
02.12.2021,Расход,Карта,Хавчик,58,KZT,58,KZT,,
02.12.2021,Расход,Карта,Хавчик,494,KZT,494,KZT,,
02.12.2021,Расход,Карта,Хавчик,487,KZT,487,KZT,,
02.12.2021,Расход,Карта,Хавчик,93,KZT,93,KZT,,
02.12.2021,Расход,Карта,Хавчик,445,KZT,445,KZT,,
02.12.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
01.12.2021,Расход,Карта,Транспорт,440,KZT,440,KZT,,
01.12.2021,Расход,Карта,Покупки,50,KZT,50,KZT,,
01.12.2021,Расход,Карта,Хавчик,210,KZT,210,KZT,,
01.12.2021,Расход,Карта,Хавчик,265,KZT,265,KZT,,
30.11.2021,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
30.11.2021,Расход,Карта,Хавчик,1138,KZT,1138,KZT,,
30.11.2021,Расход,Карта,Хавчик,80,KZT,80,KZT,,
30.11.2021,Расход,Карта,Хавчик,833,KZT,833,KZT,,
30.11.2021,Расход,Карта,Хавчик,1539,KZT,1539,KZT,,
30.11.2021,Расход,Карта,Покупки,530,KZT,530,KZT,,
30.11.2021,Расход,Карта,Тариф,2543,KZT,2543,KZT,,
30.11.2021,Расход,Карта,Тариф,448,KZT,448,KZT,,
29.11.2021,Расход,Карта,Покупки,250,KZT,250,KZT,,
29.11.2021,Расход,Карта,Покупки,2500,KZT,2500,KZT,,
29.11.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
28.11.2021,Расход,Карта,Хавчик,260,KZT,260,KZT,,
